GRMZM2G132577	GRMZM2G700683	GRMZM2G106479	GRMZM2G136765	GRMZM2G409343	GRMZM5G852338	GRMZM2G170628	GRMZM2G170632	GRMZM2G116083	GRMZM2G013448	GRMZM5G851965	GRMZM2G012966	GRMZM2G165428	AC196426.3_FG007	GRMZM2G096655	GRMZM2G395771	GRMZM2G096764	GRMZM2G050553	GRMZM2G027333	gamma	alpha	total	ratio
0.923055543	-1.993601218	-2.249880663	-2.998020796	-0.365586148	-2.045954276	0.776421761	-2.345104662	-0.628171949	0.91267586	-2.998020796	2.998020796	2.998020796	-2.998020796	2.998020796	-0.500322766	-2.645701413	-2.045954276	0.477294855	0.595081376	0.894605302	0.826248925	0.43850955
1.591873889	1.130769373	0.923055543	0.862182757	0.678771572	0.085246759	0.160759774	-0.329407333	-1.368372038	-0.484942137	-0.098927729	-1.422465003	-0.230202032	0.202310601	0.078412413	2.045954276	0.842592259	0.6448541	-0.6448541	0.974986705	1.277270991	1.277270991	0.402410019
-0.446977502	-0.933535639	0.661717677	-1.616536998	0.696025208	0.758136008	-0.307908216	0.064754379	0.713488578	-1.697120332	0.595318735	-0.579132162	0.251237576	-0.713488578	-0.484942137	-2.249880663	-0.653262666	-1.226239142	-1.403975696	1.392266183	0.699895661	1.499631123	-0.292054674
2.104600628	0.181496015	1.669043821	2.998020796	2.468001988	0.842592259	-0.064754379	-0.272384894	-0.892205847	0.237202109	0.293654744	1.441453795	-0.202310601	-0.439462999	-0.43197323	-0.758136008	0.998710851	1.669043821	1.368372038	-1.062220505	0.664154647	-0.799968905	1.205858798
2.998020796	0.776421761	0.678771572	1.255660378	0.944119285	0.852346618	1.226239142	-1.009990169	-0.731172307	2.045954276	0.785662535	0.322224522	-0.767246816	-0.380190046	1.156974916	-0.293654744	0.329407333	0.140092436	1.441453795	-0.880606067	1.167675078	-0.341695528	1.392266183
-0.140092436	-1.068431117	-1.501786817	-0.965610478	-1.184000049	-1.368372038	-0.462083086	-1.697120332	-1.301946185	0.188425032	-2.645701413	-0.315058297	-0.83291742	-1.068431117	-0.216235289	-2.171527717	-1.130769373	-1.757666049	-0.804348643	1.205858798	0.459394307	1.256210811	-0.306865978
-0.508057465	-0.731172307	0.343824517	-0.611662814	-0.882109877	-1.642224543	-0.670220259	-1.092857156	-0.307908216	-1.105318189	-0.230202032	-0.944119285	0.74010031	-0.813797671	-0.722302208	1.790524917	-0.998710851	-1.270787244	-1.48107362	0.301921554	0.572689437	-0.132563492	0.371881382
0.146974467	0.272384894	1.642224543	0.852346618	-0.547203211	-0.636490883	-1.211918765	-0.174575701	-0.030656506	-0.044289159	1.422465003	0.547203211	-0.223213218	-0.555132042	-0.300773842	0.462083086	-0.500322766	-1.726602201	-1.080563549	-0.346704194	0.545096162	-0.142094136	0.65242926
-0.209267873	0.230202032	0.794970891	-0.286550499	1.032943298	0.424507616	-0.469675385	-0.146974467	-0.91267586	-2.468001988	0.258273739	-1.130769373	-0.023842473	-1.240815502	1.351202935	-2.104600628	-1.946202375	-2.645701413	-0.611662814	1.457387607	1.367799754	1.529352729	-0.047223351
0.579132162	0.140092436	-0.153863466	0.462083086	0.251237576	-0.547203211	0.380190046	0.424507616	-1.946202375	-0.446977502	0.462083086	-0.484942137	0.43197323	0.329407333	0.987557182	0.017029548	-0.539308633	-1.422465003	0.181496015	-0.137327255	0.718104214	0.118289797	0.583848813
0.160759774	1.501786817	0.358313528	-1.184000049	0.195363108	-0.394875486	-1.33442315	0.446977502	-0.146974467	0.098927729	1.790524917	-0.358313528	0.181496015	0.195363108	-0.35105981	-2.045954276	0.085246759	-0.417065588	1.170380633	0.512521249	2.144222465	1.332566211	1.235693527
1.056453949	0.417065588	0.078412413	-0.119484771	0.244213829	-0.563095926	-0.188425032	1.422465003	-1.170380633	1.403975696	0.823319923	1.286210621	-0.078412413	1.143773961	-0.713488578	-0.071581727	0.722302208	0.394875486	1.044626445	-0.572689437	0.967421566	-0.189959501	1.062220505
-0.223213218	-0.603470624	1.862731867	1.757666049	0.842592259	2.645701413	-2.998020796	-0.713488578	0.722302208	0.279460686	-2.468001988	0.279460686	0.223213218	0.098927729	-0.91267586	-1.993601218	-0.329407333	-0.439462999	1.385954264	0.774230107	0.047223351	0.730376506	-0.326720263
-1.021399468	0.037471962	0.696025208	0.731172307	0.7490877	-0.417065588	-2.645701413	0.731172307	-1.385954264	0.539308633	1.092857156	1.825439172	-0.35105981	1.545263217	-0.251237576	0.424507616	0.209267873	0.555132042	-0.044289159	1.062220505	-1.045767153	0.908782094	-1.499631123
-0.555132042	-0.044289159	0.892205847	0.202310601	0.230202032	1.523165155	-0.523619123	-0.336607179	0.329407333	1.105318189	0.804348643	0.595318735	0.272384894	0.078412413	-0.636490883	-1.946202375	-0.167663737	-1.156974916	-0.500322766	-0.272404862	0.774230107	0.023605095	0.85311238
1.092857156	0.387522319	0.872103029	-1.902810954	0.713488578	0.923055543	-0.140092436	0.74010031	0.933535639	-0.167663737	1.032943298	-1.092857156	-0.74010031	0.696025208	-0.230202032	1.270787244	1.318010897	0.902393588	0.758136008	-0.301921554	0.65242926	-0.089811623	0.718104214
0.293654744	-0.322224522	1.568142731	1.422465003	-1.240815502	-0.336607179	1.757666049	-1.48107362	0.146974467	-1.080563549	0.678771572	0.105775004	-0.195363108	0.293654744	-0.813797671	0.954809756	1.255660378	-1.170380633	0.611662814	-0.371881382	-0.194768239	-0.512521249	0.061406116
-0.91267586	0.944119285	-0.43197323	0.965610478	0.409646587	0.140092436	-1.286210621	0.322224522	-0.661717677	-0.987557182	0.722302208	0.852346618	-0.085246759	0.343824517	-0.892205847	-1.902810954	1.403975696	-0.872103029	-1.33442315	-2.099401254	1.392266183	-0.974986705	2.596561824
-0.882109877	-1.368372038	-0.492617885	-1.862731867	0.322224522	0.244213829	0.661717677	-1.270787244	2.045954276	0.300773842	-0.424507616	-0.587206217	-0.237202109	-1.946202375	-0.098927729	-1.862731867	-1.790524917	-0.758136008	-0.181496015	1.140117653	-1.158391438	0.880606067	-1.529352729
0.595318735	0.687372812	0.976525035	-0.571095686	1.403975696	0.603470624	0.085246759	-0.785662535	-2.104600628	-1.130769373	-0.402250065	0.43197323	1.170380633	0.209267873	0.126347925	1.368372038	-0.017029548	-0.146974467	-0.563095926	1.087454134	-1.131121951	0.277307168	-0.480481405
-0.293654744	0.105775004	-1.255660378	1.240815502	-0.74010031	-1.143773961	1.056453949	-0.477294855	0.976525035	0.83291742	-2.345104662	-0.265322712	0.105775004	0.571095686	1.403975696	1.092857156	-1.184000049	-0.500322766	0.862182757	0.214049476	-1.005822542	-0.282216147	-0.33669542
-0.146974467	0.119484771	0.704730028	-1.156974916	0.954809756	1.130769373	-0.477294855	0.394875486	-0.078412413	0.044289159	1.009990169	0.477294855	0.010217413	-0.687372812	-1.032943298	-1.825439172	-0.322224522	-0.74010031	0.293654744	0.0803362	-0.267509095	0.0803362	-0.277307168
-0.365586148	-0.272384894	1.032943298	1.697120332	0.030656506	-0.230202032	0.74010031	-0.209267873	1.270787244	-1.068431117	-2.249880663	-0.195363108	0.293654744	-0.133217035	0.661717677	-0.661717677	0.071581727	-0.380190046	-0.872103029	0.443712481	-0.35674782	0.287131937	-0.736554034
0.872103029	-2.249880663	-1.368372038	-2.249880663	-2.171527717	-2.104600628	0.492617885	-1.318010897	1.184000049	0.394875486	0.010217413	1.501786817	0.696025208	-1.757666049	1.255660378	-0.372878156	-0.731172307	0.293654744	-0.230202032	-0.028327271	1.332566211	0.646600133	0.959911393
-0.010217413	-0.078412413	0.030656506	-1.286210621	0.51582268	-0.372878156	-0.492617885	0.6448541	-0.933535639	0.7490877	-0.315058297	0.696025208	0.126347925	0.322224522	-0.794970891	-1.790524917	-0.188425032	-0.202310601	-0.687372812	1.985570999	1.321182026	1.952764915	-0.417814344
0.571095686	-1.226239142	-1.092857156	0.230202032	-0.653262666	-0.51582268	-0.153863466	-1.068431117	-0.823319923	2.468001988	0.365586148	0.653262666	-0.477294855	-1.117953259	1.669043821	0.244213829	-0.902393588	-1.33442315	-0.704730028	1.471178175	0.070867983	1.392266183	-0.67005166
-1.523165155	0.307908216	-1.726602201	-0.307908216	-0.064754379	-0.722302208	-1.044626445	-0.223213218	-0.223213218	0.785662535	1.080563549	0.258273739	2.104600628	-0.902393588	-0.758136008	1.301946185	-0.424507616	0.882109877	-0.785662535	2.144222465	2.058438881	2.19381673	0.014162215
1.403975696	-0.057930049	-0.587206217	1.385954264	-0.209267873	-0.902393588	-0.83291742	0.83291742	-0.160759774	0.902393588	0.223213218	-0.35105981	-1.545263217	-0.336607179	0.653262666	1.825439172	0.023842473	1.385954264	-0.133217035	2.596561824	2.478795829	2.596561824	0.233410628
0.636490883	0.661717677	-1.697120332	0.823319923	-0.160759774	-1.032943298	-0.167663737	1.021399468	-1.130769373	1.211918765	0.188425032	-0.307908216	-0.343824517	2.045954276	-1.301946185	1.669043821	1.697120332	1.825439172	-1.591873889	2.313127487	2.767447322	2.767447322	0.736554034
1.156974916	-0.51582268	-1.143773961	0.286550499	-0.336607179	-0.508057465	-0.286550499	1.946202375	-0.336607179	2.998020796	0.358313528	0.731172307	-0.670220259	2.104600628	0.365586148	0.823319923	0.74010031	-0.51582268	0.09208509	2.767447322	3.108053588	3.108053588	0.485786363
-0.462083086	1.568142731	0.954809756	-0.696025208	-0.010217413	0.500322766	0.105775004	1.197842699	-0.230202032	-0.804348643	-0.051108415	-0.010217413	0.322224522	0.484942137	-0.307908216	1.422465003	0.767246816	-0.571095686	-0.315058297	2.478795829	2.19381673	2.478795829	-0.023605095
0.322224522	0.167663737	0.611662814	-0.279460686	-0.628171949	-0.933535639	-1.197842699	1.993601218	-0.531447525	0.181496015	0.181496015	-1.117953259	-1.240815502	0.842592259	0.7490877	1.021399468	1.441453795	-1.068431117	-1.143773961	2.058438881	2.596561824	2.313127487	0.287131937
1.33442315	0.265322712	-0.098927729	0.628171949	-1.568142731	-0.6448541	0.687372812	1.170380633	0.279460686	1.143773961	-0.209267873	0.216235289	-0.119484771	-0.804348643	0.547203211	-0.45451733	1.184000049	-0.237202109	0.030656506	1.723789988	0.267509095	1.683498035	-0.826248925
-2.045954276	0.153863466	-0.105775004	-0.424507616	-0.7490877	-0.813797671	-1.143773961	1.156974916	-0.603470624	-1.669043821	0.140092436	0.160759774	0.823319923	0.09208509	-0.202310601	-1.757666049	0.731172307	0.439462999	-1.460977052	0.959911393	-1.186550688	0.635007185	-0.846339344
0.167663737	0.902393588	-0.446977502	0.767246816	2.045954276	0.776421761	0.987557182	1.757666049	0.365586148	-0.976525035	0.547203211	1.669043821	-0.965610478	2.171527717	-0.272384894	1.318010897	1.422465003	1.170380633	0.7490877	-1.921935009	-0.292054674	-2.144222465	1.367799754
-0.842592259	-1.211918765	1.545263217	0.469675385	-1.825439172	-1.902810954	-2.468001988	0.523619123	1.422465003	-1.403975696	-0.140092436	-1.726602201	-0.484942137	-0.976525035	-0.051108415	1.211918765	1.757666049	-0.057930049	-2.104600628	1.367799754	0.089811623	1.355867773	-0.2969845
0.409646587	-0.661717677	-0.071581727	-0.365586148	1.368372038	1.825439172	0.057930049	-0.862182757	0.902393588	0.037471962	-2.171527717	0.823319923	0.619896262	0.402250065	-0.023842473	-0.237202109	0.387522319	-0.539308633	-0.017029548	-0.742759799	0.185155152	-0.718104214	0.894605302
-0.603470624	1.021399468	0.057930049	0.181496015	0.872103029	1.105318189	-2.345104662	1.726602201	0.469675385	-0.017029548	2.104600628	0.587206217	0.794970891	1.270787244	-1.368372038	0.785662535	0.571095686	-0.051108415	2.171527717	1.703298394	0.658280641	1.664336522	-0.646600133
-2.998020796	0.500322766	0.804348643	-1.270787244	0.358313528	0.785662535	-0.722302208	2.171527717	0.402250065	0.223213218	0.251237576	-1.170380633	-0.365586148	0.380190046	-0.842592259	-0.74010031	-1.240815502	-0.704730028	-1.056453949	-1.225627238	0.793485023	-0.85311238	1.298913446
-1.48107362	0.380190046	0.933535639	0.209267873	0.587206217	-0.661717677	-0.160759774	-0.954809756	-1.117953259	-0.731172307	0.872103029	-0.017029548	-0.776421761	0.315058297	0.508057465	1.697120332	-0.272384894	-0.813797671	0.188425032	-0.846339344	-0.351721572	-1.078966557	0.392193489
-0.112627241	-0.998710851	1.301946185	0.758136008	-0.446977502	0.998710851	1.460977052	-0.409646587	0.372878156	2.249880663	1.021399468	1.117953259	-0.394875486	-0.417065588	0.167663737	0.500322766	-0.477294855	-0.492617885	-0.731172307	-0.78703433	2.313127487	0.937698749	1.892830498
-0.343824517	-1.523165155	-0.037471962	0.237202109	0.329407333	0.933535639	-0.010217413	-1.403975696	-0.394875486	0.387522319	-2.104600628	-0.037471962	-1.501786817	0.279460686	-1.156974916	-0.160759774	0.112627241	-0.469675385	0.43197323	-0.578260124	-0.170767252	-0.712008503	0.218881964
0.954809756	1.255660378	-0.785662535	-0.195363108	-0.078412413	0.51582268	-1.021399468	0.539308633	0.315058297	0.258273739	-0.258273739	-0.933535639	0.329407333	-0.112627241	0.35105981	1.642224543	1.068431117	0.998710851	-0.064754379	0.480481405	-1.471178175	0.056677296	-1.471178175
-0.636490883	0.051108415	-0.057930049	-0.272384894	-0.661717677	-0.439462999	-2.249880663	-0.251237576	0.892205847	-1.286210621	0.51582268	-0.776421761	-0.424507616	0.722302208	-1.143773961	-1.726602201	0.469675385	-1.591873889	-2.171527717	0.866777322	-0.85311238	0.612072725	-1.205858798
0.078412413	-0.09208509	0.119484771	-0.078412413	0.628171949	0.188425032	0.153863466	-1.032943298	-0.387522319	-0.563095926	-0.380190046	-1.902810954	-1.790524917	-0.146974467	-0.954809756	1.862731867	-1.902810954	0.017029548	0.555132042	-0.658280641	-0.52873857	-0.959911393	-0.194768239
1.790524917	-1.301946185	-1.226239142	-2.345104662	-1.143773961	-0.343824517	2.249880663	1.226239142	1.591873889	0.722302208	-2.045954276	-0.237202109	-2.468001988	-1.032943298	0.43197323	0.279460686	0.057930049	-0.085246759	-1.757666049	-0.545096162	-0.539627626	-0.819625945	-0.272404862
1.422465003	-1.143773961	0.209267873	-1.946202375	-2.104600628	-1.351202935	-0.776421761	-0.098927729	0.265322712	0.195363108	-0.336607179	-1.825439172	-0.531447525	-1.318010897	1.021399468	-0.037471962	0.555132042	0.030656506	-1.825439172	-1.332566211	-0.68788465	-1.576643448	0.539627626
0.286550499	0.085246759	-0.051108415	-0.174575701	-0.230202032	0.078412413	0.051108415	0.696025208	0.251237576	0.336607179	-0.017029548	1.318010897	0.265322712	0.372878156	1.993601218	-0.279460686	0.758136008	0.804348643	1.270787244	-0.361783097	0.123044875	-0.397296571	0.561600929
1.862731867	-0.508057465	1.117953259	0.892205847	-0.852346618	-0.244213829	-0.071581727	0.037471962	1.170380633	1.33442315	0.563095926	-0.547203211	-0.539308633	0.003405752	0.539308633	0.872103029	0.35105981	0.571095686	-0.003405752	-0.813038723	-0.583848813	-1.131121951	-0.189959501
0.372878156	-1.726602201	-0.976525035	0.579132162	-0.35105981	-0.823319923	-0.315058297	0.653262666	1.669043821	1.240815502	-1.993601218	-0.813797671	-1.197842699	0.258273739	-1.460977052	0.678771572	0.462083086	-1.255660378	-1.105318189	-0.247988731	0.930396703	0.127802736	0.832908347
-0.51582268	0.188425032	-0.628171949	1.946202375	0.153863466	-0.078412413	0.126347925	-0.153863466	0.322224522	-0.539308633	0.372878156	0.555132042	-0.402250065	-0.579132162	-0.315058297	-1.697120332	0.272384894	0.085246759	-1.523165155	-1.245886611	1.514324716	-1.0216048	1.683498035
0.064754379	-0.43197323	-0.030656506	0.704730028	-1.902810954	-1.403975696	-0.862182757	0.713488578	0.45451733	0.140092436	0.126347925	-0.209267873	-0.944119285	-0.057930049	0.51582268	0.365586148	1.385954264	0.380190046	0.133217035	0.018883444	-0.165979278	0.014162215	-0.014162215
0.216235289	-1.545263217	-0.329407333	-0.91267586	-2.468001988	-1.318010897	0.83291742	0.126347925	0.842592259	0.133217035	-0.272384894	-0.051108415	0.044289159	-1.568142731	0.882109877	-1.669043821	-1.697120332	-0.523619123	0.003405752	0.382017734	-1.723789988	-0.113537393	-0.612072725
-0.003405752	-0.409646587	1.270787244	0.023842473	-0.704730028	-0.842592259	0.882109877	-1.642224543	-0.133217035	0.064754379	-1.946202375	-0.146974467	0.09208509	-0.823319923	-0.322224522	-0.057930049	1.286210621	-0.722302208	-1.211918765	-1.790047176	-0.142094136	-1.921935009	1.0216048
-0.523619123	0.286550499	-0.579132162	-1.240815502	-1.501786817	-1.946202375	-0.785662535	0.998710851	0.477294855	-0.500322766	0.579132162	-1.351202935	-1.33442315	-0.603470624	1.422465003	0.146974467	0.258273739	0.785662535	0.539308633	0	0.742759799	0.247988731	0.496437621
1.197842699	-1.092857156	-0.965610478	-0.670220259	-1.669043821	-1.460977052	2.171527717	-0.322224522	-0.09208509	0.209267873	0.500322766	0.603470624	0.300773842	-1.422465003	0.387522319	-0.010217413	-0.044289159	0.987557182	0.823319923	-1.01368211	-0.397296571	-1.277270991	0.469911736
0.272384894	-2.345104662	-1.862731867	1.184000049	-1.48107362	-1.056453949	-2.171527717	2.998020796	0.767246816	0.987557182	0.402250065	-1.211918765	-1.862731867	-1.790524917	0.862182757	-0.003405752	-2.249880663	-0.044289159	-1.422465003	-0.127802736	-2.478795829	-0.629242655	-1.921935009
-1.080563549	-0.954809756	0.010217413	-0.322224522	-0.477294855	-0.804348643	-2.104600628	-0.017029548	-0.126347925	0.842592259	-1.902810954	0.531447525	0.611662814	-0.872103029	0.140092436	-0.307908216	0.45451733	-1.368372038	0.044289159	-0.839604913	1.070556004	-0.402410019	1.266670675
-1.143773961	-1.286210621	0.409646587	0.126347925	-0.636490883	0.112627241	-0.579132162	-0.892205847	-0.258273739	-0.293654744	-1.862731867	-0.160759774	-0.300773842	-0.595318735	-0.003405752	0.153863466	0.188425032	-0.619896262	1.825439172	-0.233410628	-2.020664559	-0.755258053	-1.790047176
-1.568142731	-0.251237576	0.044289159	-0.976525035	-0.539308633	-0.279460686	-0.923055543	-0.424507616	0.813797671	-0.794970891	0.030656506	-0.044289159	0.064754379	-0.678771572	-0.862182757	0.237202109	0.776421761	0.300773842	-1.270787244	0.165979278	-0.051949743	0.085072957	-0.185155152
0.085246759	-0.424507616	-1.545263217	-0.064754379	-0.722302208	-0.030656506	-0.74010031	1.501786817	1.240815502	0.933535639	0.098927729	0.071581727	0.286550499	1.368372038	1.368372038	-0.484942137	-0.91267586	0.862182757	0.140092436	0.397296571	1.215683633	0.658280641	0.693877643
0.45451733	0.965610478	-0.91267586	-1.032943298	-0.91267586	-1.862731867	-0.587206217	-0.417065588	-1.197842699	-1.117953259	-1.825439172	-1.270787244	0.661717677	-0.160759774	-0.265322712	-0.244213829	-0.195363108	0.842592259	-1.301946185	0.175559145	-0.331703716	0.089811623	-0.485786363
0.965610478	-1.591873889	-1.403975696	-1.591873889	-1.021399468	0.508057465	0.469675385	0.45451733	1.403975696	-0.160759774	-0.35105981	1.757666049	1.946202375	-0.923055543	-0.531447525	-0.064754379	-1.117953259	0.587206217	-0.767246816	1.332566211	-1.062220505	1.235693527	-1.610243846
-0.037471962	0.146974467	0.140092436	2.171527717	-0.555132042	-0.619896262	0.555132042	1.669043821	-0.216235289	0.731172307	-0.223213218	0.882109877	-0.713488578	1.993601218	-1.351202935	0.944119285	-0.446977502	-0.446977502	-0.713488578	0.223719569	-0.866777322	-0.018883444	-0.967421566
1.825439172	1.105318189	-0.35105981	0.794970891	1.009990169	1.009990169	0.713488578	0.722302208	0.358313528	1.48107362	-1.790524917	1.080563549	-0.265322712	0.998710851	0.678771572	1.946202375	1.642224543	1.270787244	0.010217413	-0.974986705	0.675972066	-0.681916262	1.096020782
1.568142731	-1.902810954	-0.409646587	0.133217035	-0.571095686	-1.301946185	-0.003405752	-0.555132042	1.33442315	0.523619123	0.424507616	-1.156974916	-1.422465003	-1.092857156	-1.616536998	0.923055543	-1.226239142	-1.009990169	-1.993601218	-0.397296571	0.151637705	-0.43850955	0.780616221
2.645701413	-1.862731867	-0.417065588	0.372878156	-0.358313528	0.380190046	-0.230202032	-0.987557182	-0.300773842	1.862731867	-1.757666049	0.343824517	-1.044626445	-0.842592259	-0.030656506	-0.343824517	-0.933535639	1.902810954	1.669043821	-0.774230107	-0.277307168	-0.945051139	0.26261973
-1.032943298	0.823319923	0.446977502	-1.105318189	0.670220259	0.965610478	1.351202935	1.318010897	1.226239142	-0.852346618	0.477294855	-1.226239142	0.987557182	0.7490877	-0.380190046	0.119484771	0.153863466	-0.119484771	-0.35105981	0.25285968	-0.967421566	-0.146864249	-1.158391438
-0.160759774	-0.794970891	-1.021399468	0.776421761	-0.6448541	-0.160759774	-0.91267586	1.545263217	-0.484942137	-1.255660378	0.380190046	-0.804348643	-0.892205847	-0.35105981	-0.133217035	0.202310601	-0.892205847	0.223213218	-0.555132042	-0.243123658	-2.058438881	-0.736554034	-1.813986207
0.071581727	1.33442315	0.563095926	0.492617885	0.174575701	0.492617885	-0.563095926	-0.976525035	0.394875486	-1.318010897	-1.726602201	-0.872103029	-1.825439172	0.365586148	-1.270787244	1.757666049	0.286550499	0.523619123	-0.439462999	0.392193489	-0.629242655	0.185155152	-1.070556004
-0.954809756	0.216235289	-0.402250065	0.722302208	-0.153863466	-0.140092436	-0.146974467	0.987557182	-0.265322712	-1.156974916	-1.697120332	-1.286210621	-0.563095926	0.439462999	-0.112627241	0.160759774	-0.785662535	-0.508057465	-0.923055543	-2.020664559	1.430608769	-1.062220505	2.058438881
1.211918765	-0.477294855	-1.902810954	-1.092857156	-0.216235289	-0.987557182	-0.571095686	0.842592259	-0.105775004	-0.555132042	0.279460686	-0.687372812	0.112627241	-1.48107362	-0.237202109	-0.272384894	0.300773842	0.603470624	-0.587206217	0.070867983	0.62349896	0.257736636	0.491105028
-0.767246816	0.804348643	2.249880663	-1.642224543	-0.804348643	-1.33442315	1.501786817	-2.171527717	0.804348643	-0.251237576	1.523165155	-0.563095926	-1.669043821	-2.104600628	1.642224543	-0.794970891	-1.568142731	-1.286210621	-1.032943298	0.507145502	-0.534175181	0.292054674	-0.712008503
1.240815502	-0.244213829	-0.678771572	0.976525035	-1.056453949	-0.678771572	-0.424507616	-0.547203211	-0.279460686	1.301946185	1.460977052	1.523165155	-0.446977502	-0.587206217	-0.286550499	-0.547203211	-0.146974467	-0.628171949	-1.669043821	0.03305008	0.243123658	0.099295118	0.311817916
-0.944119285	-2.998020796	0.439462999	-0.030656506	-1.862731867	-1.130769373	-0.409646587	-1.946202375	-0.492617885	-0.078412413	-1.669043821	-1.568142731	-0.595318735	-2.171527717	-0.160759774	-1.642224543	-2.345104662	0.329407333	-1.156974916	-0.099295118	0.26261973	-0.009441301	0.267509095
-0.987557182	-1.790524917	-0.998710851	0.387522319	0.057930049	0.862182757	0.45451733	-0.687372812	0.209267873	-0.380190046	-1.642224543	-2.104600628	-2.171527717	-1.130769373	0.343824517	0.023842473	-0.611662814	0.064754379	-1.946202375	-1.813986207	0.561600929	-1.645767305	1.745032084
0.74010031	-0.653262666	0.244213829	0.329407333	0.181496015	1.460977052	-0.882109877	-0.51582268	-0.6448541	-0.202310601	-1.616536998	-0.469675385	-0.126347925	0.611662814	-0.704730028	0.661717677	0.293654744	0.216235289	-1.044626445	-0.819625945	-0.218881964	-0.990286919	0.397296571
-0.852346618	0.704730028	0.477294855	-0.563095926	1.143773961	2.045954276	-0.023842473	-0.105775004	0.571095686	0.017029548	0.078412413	-0.387522319	1.318010897	-0.105775004	1.056453949	0.636490883	1.862731867	0.944119285	-1.068431117	1.344125766	0.2969845	1.344125766	-0.793485023
-0.484942137	0.74010031	-1.270787244	-1.351202935	-1.545263217	-0.484942137	0.078412413	0.944119285	-0.209267873	0.244213829	-1.591873889	1.993601218	0.017029548	-1.301946185	1.130769373	-1.616536998	-0.523619123	1.422465003	-0.140092436	1.767092096	-0.085072957	1.703298394	-1.104668629
0.174575701	2.104600628	-1.385954264	0.112627241	-0.279460686	-0.322224522	0.064754379	-0.202310601	-0.037471962	-1.642224543	-1.568142731	-0.987557182	1.642224543	1.902810954	-1.318010897	2.998020796	-0.882109877	1.862731867	1.568142731	-1.645767305	1.158391438	-0.901671045	1.767092096
