GRMZM2G086553	GRMZM2G086541	GRMZM2G086474	GRMZM2G086403	GRMZM2G173429	GRMZM2G162640	GRMZM2G397684	GRMZM2G098676	GRMZM2G152135	GRMZM2G454399	GRMZM5G894619	GRMZM2G040673	GRMZM2G040359	GRMZM2G016477	GRMZM2G105855	GRMZM2G305146	GRMZM2G134703	GRMZM2G414915	GRMZM2G702514	AC199382.3_FG005	GRMZM2G018018	GRMZM2G424112
-0.603470624	-1.318010897	-0.133217035	-1.757666049	0.09208509	-0.35105981	0.539308633	-0.365586148	-0.258273739	1.697120332	-0.469675385	-1.523165155	0.293654744	-0.167663737	-0.636490883	0.531447525	0.322224522	0.09208509	-0.372878156	-2.104600628	-0.051108415	-0.174575701
1.825439172	0.872103029	-0.237202109	0.713488578	0.469675385	0.987557182	0.687372812	0.462083086	0.293654744	-0.098927729	1.523165155	-0.293654744	0.492617885	-0.146974467	1.255660378	-0.547203211	1.993601218	0.776421761	-2.171527717	-2.045954276	1.993601218	0.477294855
0.112627241	0.195363108	0.595318735	1.591873889	1.130769373	-0.181496015	1.032943298	0.882109877	1.697120332	-2.249880663	2.998020796	-0.003405752	0.300773842	-0.023842473	0.244213829	-0.064754379	-0.653262666	1.902810954	-2.104600628	1.669043821	-0.244213829	-0.003405752
-1.318010897	-0.037471962	-0.892205847	-1.240815502	-0.571095686	-0.902393588	-0.7490877	-1.591873889	1.009990169	0.484942137	-1.726602201	0.251237576	-2.171527717	-0.7490877	0.09208509	1.255660378	-0.74010031	-1.568142731	0.547203211	-1.993601218	0.112627241	-2.645701413
-0.571095686	-1.130769373	-0.923055543	-0.636490883	-1.226239142	-0.336607179	-0.785662535	-0.804348643	0.976525035	0.030656506	-0.492617885	-0.661717677	0.83291742	0.83291742	-0.595318735	-0.6448541	-1.009990169	-2.345104662	1.270787244	1.044626445	-0.336607179	-0.678771572
-1.068431117	-1.270787244	0.439462999	-2.249880663	-0.923055543	-0.555132042	-1.044626445	-1.501786817	0.126347925	0.571095686	0.998710851	-1.130769373	-2.104600628	0.372878156	-0.892205847	-1.197842699	0.813797671	0.523619123	-2.045954276	-1.946202375	-2.249880663	0.387522319
-0.51582268	-0.030656506	0.43197323	-1.697120332	0.209267873	-0.358313528	-1.211918765	-0.279460686	-0.044289159	0.998710851	1.032943298	-0.258273739	0.923055543	-0.051108415	-0.872103029	0.265322712	-0.670220259	-0.722302208	0.017029548	0.804348643	-0.872103029	-2.468001988
0.611662814	0.523619123	-0.329407333	0.153863466	-1.697120332	0.976525035	-0.017029548	0.071581727	-0.767246816	-0.272384894	-1.143773961	0.944119285	0.670220259	1.501786817	2.998020796	0.09208509	-0.484942137	0.023842473	-1.993601218	-1.902810954	1.197842699	-1.301946185
-0.336607179	1.790524917	-0.446977502	0.794970891	-1.009990169	0.322224522	0.230202032	-0.315058297	-0.670220259	-2.171527717	-0.45451733	0.09208509	-2.045954276	0.343824517	2.645701413	0.477294855	0.140092436	1.105318189	-0.51582268	-1.862731867	1.523165155	0.500322766
1.080563549	2.998020796	-0.670220259	-1.501786817	0.160759774	-0.098927729	-1.946202375	0.343824517	-0.223213218	1.825439172	0.343824517	0.619896262	1.545263217	1.156974916	0.446977502	1.48107362	-0.539308633	-1.211918765	-1.946202375	1.902810954	-2.171527717	-0.322224522
-0.523619123	0.696025208	-0.119484771	0.987557182	-0.500322766	0.439462999	-0.188425032	0.258273739	0.547203211	-2.104600628	-0.722302208	-0.954809756	0.322224522	-0.258273739	-0.237202109	0.776421761	0.83291742	-0.394875486	-0.43197323	-1.825439172	0.852346618	0.037471962
0.387522319	0.661717677	-0.265322712	-0.579132162	-1.48107362	-0.687372812	-0.085246759	-0.469675385	-0.794970891	-0.492617885	-0.670220259	-2.104600628	0.484942137	-0.216235289	-0.987557182	0.387522319	-0.439462999	0.6448541	-1.902810954	-1.790524917	0.010217413	-0.244213829
-2.345104662	0.852346618	-1.080563549	0.293654744	0.003405752	-1.545263217	0.380190046	-2.249880663	-1.351202935	0.563095926	-0.112627241	0.954809756	0.965610478	-1.009990169	0.329407333	0.462083086	-1.862731867	0.862182757	-1.862731867	-1.757666049	0.195363108	-0.892205847
-0.91267586	-0.402250065	-0.044289159	-1.48107362	-1.068431117	-0.439462999	-2.249880663	-1.351202935	-1.105318189	0.003405752	0.35105981	-1.33442315	0.51582268	0.380190046	-0.653262666	-0.965610478	-1.946202375	-0.064754379	0.619896262	0.998710851	-2.104600628	-1.825439172
0.484942137	0.776421761	0.862182757	0.595318735	0.43197323	-0.237202109	-0.603470624	-0.119484771	1.441453795	-0.230202032	-0.74010031	1.790524917	-1.993601218	1.301946185	-1.441453795	0.704730028	0.603470624	-0.023842473	0.508057465	1.211918765	-0.023842473	-0.531447525
-0.462083086	-0.209267873	1.568142731	-0.469675385	0.030656506	1.441453795	-0.216235289	0.160759774	-0.003405752	0.45451733	0.722302208	-0.7490877	-1.946202375	0.7490877	0.322224522	0.202310601	0.500322766	0.547203211	-0.315058297	-1.726602201	-0.653262666	-0.670220259
0.954809756	-0.167663737	0.758136008	0.146974467	0.933535639	0.35105981	1.726602201	0.842592259	0.023842473	0.6448541	0.105775004	-1.080563549	2.998020796	-0.071581727	-0.628171949	-0.417065588	-0.446977502	-0.216235289	-1.825439172	-1.697120332	1.080563549	2.249880663
-1.825439172	1.422465003	-1.240815502	0.380190046	-1.032943298	-0.987557182	0.307908216	-0.563095926	-0.017029548	-0.003405752	-0.195363108	0.439462999	-1.902810954	-0.098927729	-0.603470624	-0.202310601	-0.380190046	-0.439462999	-1.790524917	1.184000049	-1.068431117	0.051108415
0.251237576	1.056453949	1.092857156	-0.670220259	2.998020796	0.722302208	1.545263217	1.105318189	1.790524917	0.380190046	0.023842473	0.713488578	-1.825439172	0.140092436	-1.757666049	0.051108415	1.422465003	0.767246816	-1.757666049	-1.669043821	-0.923055543	0.998710851
-1.862731867	0.944119285	-0.017029548	1.080563549	-0.023842473	0.823319923	1.669043821	-1.422465003	-2.345104662	0.462083086	-0.987557182	-0.862182757	-1.790524917	-0.343824517	1.032943298	-0.329407333	-1.697120332	-1.270787244	-0.037471962	-1.642224543	0.687372812	-0.307908216
0.286550499	-0.619896262	0.785662535	2.171527717	1.993601218	0.469675385	0.571095686	0.758136008	0.307908216	-2.045954276	0.45451733	0.872103029	-1.757666049	-1.056453949	0.098927729	-0.758136008	0.954809756	0.35105981	-0.587206217	-1.616536998	-0.188425032	2.345104662
-0.508057465	0.7490877	0.064754379	1.318010897	1.368372038	1.092857156	0.286550499	0.45451733	-1.568142731	1.130769373	-0.767246816	1.318010897	1.056453949	-0.003405752	-0.7490877	0.446977502	1.441453795	0.611662814	0.030656506	-1.591873889	1.385954264	0.462083086
-1.441453795	-0.603470624	-0.852346618	1.697120332	1.697120332	0.037471962	-1.368372038	1.568142731	-0.571095686	-0.43197323	0.202310601	0.987557182	0.057930049	-0.987557182	-0.023842473	-1.669043821	1.385954264	0.343824517	0.555132042	-1.568142731	0.380190046	1.143773961
0.044289159	-0.146974467	-2.345104662	1.105318189	-0.555132042	0.365586148	-0.279460686	0.300773842	-1.790524917	-0.446977502	-2.249880663	-0.587206217	0.439462999	-1.080563549	0.223213218	0.167663737	0.998710851	-0.010217413	0.492617885	-1.545263217	-0.112627241	0.160759774
-0.424507616	0.258273739	-0.057930049	2.104600628	1.946202375	0.678771572	0.387522319	0.661717677	-1.669043821	1.184000049	-0.804348643	0.417065588	0.500322766	-1.568142731	-0.417065588	-0.409646587	0.7490877	-0.174575701	-0.112627241	-1.523165155	0.785662535	0.595318735
-0.140092436	1.642224543	0.188425032	0.394875486	0.987557182	1.642224543	-0.071581727	-0.307908216	-1.48107362	0.167663737	-1.286210621	0.119484771	0.343824517	0.74010031	-0.704730028	0.044289159	-0.085246759	-0.462083086	0.500322766	0.402250065	1.422465003	-0.209267873
0.35105981	0.329407333	0.35105981	1.669043821	0.105775004	0.776421761	-0.823319923	0.394875486	-1.117953259	0.010217413	-0.687372812	0.43197323	0.003405752	0.071581727	-0.713488578	0.43197323	-0.064754379	-0.571095686	0.153863466	-1.48107362	0.678771572	0.300773842
-1.460977052	-0.872103029	0.469675385	-0.976525035	-1.197842699	-0.954809756	-0.181496015	-1.286210621	-0.064754379	-1.946202375	-2.468001988	-0.713488578	0.678771572	-0.696025208	-0.085246759	-1.301946185	-0.823319923	-1.351202935	-1.697120332	0.579132162	0.628171949	-0.804348643
-0.258273739	1.48107362	-0.785662535	-1.286210621	-0.965610478	-0.153863466	0.595318735	0.146974467	-0.439462999	0.595318735	0.571095686	-0.402250065	1.156974916	0.112627241	-1.591873889	2.345104662	-0.365586148	1.862731867	-1.669043821	-1.422465003	-0.7490877	-1.946202375
-1.044626445	0.687372812	-2.104600628	-0.112627241	-0.202310601	0.307908216	-0.237202109	0.272384894	-0.628171949	-0.237202109	-0.237202109	-1.032943298	0.523619123	-0.195363108	0.563095926	-0.704730028	-0.387522319	-0.146974467	-1.642224543	0.057930049	0.387522319	-0.619896262
0.343824517	-0.670220259	-1.368372038	-2.171527717	0.098927729	-0.112627241	0.484942137	-0.636490883	-2.998020796	-0.372878156	-0.579132162	-1.143773961	1.48107362	-0.954809756	-0.998710851	0.251237576	0.160759774	1.056453949	-1.616536998	0.653262666	-1.993601218	-0.7490877
-0.45451733	-0.380190046	1.080563549	1.368372038	0.044289159	-0.417065588	0.902393588	-1.790524917	-0.402250065	-1.902810954	-0.017029548	2.104600628	2.249880663	-1.591873889	-0.696025208	1.044626445	-0.6448541	-0.195363108	-0.365586148	0.446977502	-0.160759774	-1.255660378
0.492617885	-0.579132162	-0.417065588	0.439462999	-0.794970891	-1.351202935	1.501786817	-0.555132042	-0.133217035	1.403975696	0.636490883	-1.825439172	-1.669043821	-1.441453795	0.209267873	-1.726602201	-1.270787244	-0.785662535	-1.568142731	-1.385954264	1.441453795	0.237202109
1.156974916	0.037471962	0.852346618	0.35105981	0.944119285	1.460977052	0.044289159	1.48107362	-0.43197323	1.092857156	0.976525035	1.197842699	-1.642224543	0.057930049	-0.484942137	1.068431117	-0.336607179	1.669043821	-1.545263217	0.380190046	1.009990169	0.965610478
-1.697120332	-0.293654744	-1.156974916	-1.143773961	-1.130769373	-1.33442315	-0.944119285	-1.130769373	-0.954809756	0.636490883	-0.508057465	-0.387522319	0.140092436	-0.133217035	-1.318010897	-1.156974916	-0.595318735	-1.170380633	0.322224522	-1.368372038	0.119484771	-0.998710851
0.51582268	-0.51582268	-1.902810954	-0.237202109	-0.272384894	-1.211918765	-0.09208509	-0.508057465	-0.195363108	1.616536998	-0.976525035	0.628171949	0.044289159	-0.813797671	-0.195363108	-1.080563549	-0.300773842	0.071581727	1.318010897	-1.351202935	0.085246759	-1.184000049
-0.343824517	-2.998020796	-0.794970891	1.270787244	-0.492617885	0.293654744	1.697120332	0.696025208	-0.678771572	0.74010031	-0.300773842	-0.547203211	1.301946185	-2.998020796	-0.547203211	0.51582268	-1.255660378	-0.813797671	-1.523165155	-1.33442315	0.731172307	0.923055543
-0.174575701	-0.057930049	0.579132162	0.484942137	-1.726602201	-0.776421761	-0.064754379	-1.255660378	1.170380633	1.862731867	-0.167663737	-0.195363108	-1.616536998	-1.105318189	-1.021399468	-1.056453949	-0.424507616	-0.417065588	-0.258273739	0.223213218	-0.119484771	0.167663737
-0.628171949	1.726602201	-0.195363108	0.611662814	0.244213829	0.611662814	0.653262666	1.301946185	-0.661717677	0.51582268	0.43197323	-0.244213829	0.315058297	-0.365586148	0.402250065	-0.687372812	-0.661717677	0.216235289	-0.051108415	-1.318010897	0.670220259	1.197842699
0.842592259	0.265322712	0.251237576	1.48107362	0.51582268	0.223213218	0.45451733	0.74010031	-0.167663737	0.098927729	0.195363108	0.678771572	0.329407333	-0.181496015	1.351202935	-1.523165155	0.258273739	0.508057465	1.211918765	-1.301946185	0.078412413	-0.653262666
-1.523165155	-2.645701413	-1.226239142	0.678771572	-2.345104662	0.358313528	0.74010031	-0.244213829	-1.501786817	-1.862731867	-0.91267586	-2.045954276	0.687372812	-1.351202935	-1.422465003	-1.286210621	-1.568142731	-1.697120332	-0.286550499	0.188425032	-0.500322766	-0.230202032
-0.195363108	-0.539308633	-0.188425032	0.417065588	-0.713488578	-1.726602201	0.424507616	-0.051108415	0.146974467	-0.439462999	-1.318010897	-2.249880663	-1.591873889	-0.202310601	0.670220259	0.244213829	0.35105981	-1.130769373	0.251237576	-1.286210621	0.071581727	2.468001988
-1.568142731	-0.523619123	-0.307908216	2.468001988	-0.539308633	0.508057465	0.017029548	1.368372038	1.255660378	0.293654744	-0.372878156	0.380190046	0.244213829	-0.484942137	0.484942137	-0.7490877	1.902810954	-0.057930049	1.946202375	-1.270787244	-1.946202375	-0.722302208
0.300773842	0.315058297	-0.571095686	0.91267586	0.279460686	-0.523619123	0.852346618	0.862182757	0.954809756	1.902810954	0.74010031	0.539308633	1.616536998	-0.804348643	0.195363108	1.170380633	0.944119285	-0.251237576	-0.078412413	-1.255660378	0.160759774	0.078412413
-1.021399468	0.767246816	-0.071581727	-0.51582268	-0.216235289	-0.272384894	-0.758136008	-0.023842473	1.068431117	1.117953259	-0.343824517	-0.119484771	-1.568142731	0.492617885	0.372878156	0.315058297	-0.181496015	-0.372878156	0.74010031	1.368372038	-1.902810954	0.153863466
0.336607179	-1.301946185	-0.272384894	0.813797671	0.842592259	-0.402250065	1.270787244	-0.003405752	0.944119285	-0.119484771	-0.251237576	0.571095686	-1.545263217	0.126347925	-0.017029548	-0.167663737	-0.477294855	-1.460977052	-0.446977502	1.697120332	-0.713488578	0.251237576
-0.037471962	-0.071581727	-0.140092436	1.021399468	0.258273739	0.954809756	0.153863466	1.170380633	-0.153863466	2.104600628	0.933535639	0.508057465	0.611662814	0.571095686	-1.143773961	-1.092857156	-0.43197323	0.030656506	0.785662535	0.119484771	0.531447525	-0.484942137
-0.057930049	-0.272384894	-0.508057465	1.184000049	0.078412413	-1.422465003	0.603470624	-0.329407333	0.804348643	-1.825439172	-0.119484771	1.056453949	-1.523165155	-2.345104662	1.441453795	-2.998020796	0.563095926	-2.171527717	0.372878156	0.976525035	-1.862731867	1.385954264
-1.226239142	1.130769373	0.531447525	0.209267873	-0.998710851	-0.603470624	0.462083086	0.315058297	-0.286550499	-0.153863466	-1.117953259	0.446977502	0.265322712	0.244213829	-1.255660378	0.078412413	-0.45451733	-1.902810954	-1.501786817	-1.240815502	-0.998710851	-0.987557182
-0.078412413	-1.33442315	-1.591873889	-0.300773842	-0.628171949	-0.813797671	0.202310601	-0.731172307	0.188425032	-1.790524917	-1.460977052	0.998710851	-1.501786817	0.202310601	-0.902393588	0.439462999	-0.842592259	-1.009990169	0.611662814	-1.226239142	-1.825439172	0.188425032
-0.776421761	0.785662535	0.209267873	-0.813797671	-0.882109877	0.251237576	-1.790524917	0.244213829	-0.09208509	-0.462083086	-1.697120332	-1.021399468	0.555132042	0.998710851	0.230202032	0.119484771	1.143773961	1.021399468	0.181496015	-1.211918765	0.251237576	-1.056453949
2.345104662	0.160759774	0.603470624	1.351202935	0.439462999	0.965610478	-0.030656506	0.195363108	0.402250065	-1.757666049	1.616536998	1.545263217	-1.48107362	-0.944119285	1.156974916	-1.545263217	-0.112627241	-0.611662814	0.923055543	-1.197842699	-0.976525035	1.946202375
-0.492617885	0.91267586	-1.143773961	-0.126347925	0.603470624	-0.167663737	-0.293654744	-0.300773842	0.587206217	1.568142731	-0.051108415	-0.539308633	1.044626445	0.965610478	-0.343824517	-0.555132042	-0.146974467	0.167663737	1.255660378	0.492617885	-0.167663737	-0.902393588
-0.722302208	1.669043821	0.882109877	-0.258273739	-0.160759774	1.33442315	2.045954276	0.998710851	0.071581727	0.071581727	-0.365586148	0.923055543	1.184000049	0.484942137	-0.469675385	0.965610478	0.619896262	0.358313528	1.240815502	-1.184000049	0.619896262	0.358313528
0.892205847	0.244213829	-1.021399468	1.403975696	-1.616536998	-0.140092436	0.343824517	-0.51582268	-1.301946185	0.105775004	-2.998020796	-1.616536998	-1.460977052	-0.010217413	0.439462999	0.611662814	-1.056453949	-2.249880663	-0.300773842	0.713488578	0.044289159	0.804348643
0.804348643	0.704730028	-0.954809756	1.568142731	0.653262666	0.098927729	1.368372038	0.365586148	-0.469675385	-1.726602201	0.611662814	0.064754379	-1.441453795	-0.329407333	1.726602201	1.862731867	0.329407333	-0.477294855	1.460977052	-1.170380633	-0.579132162	0.902393588
-1.48107362	-0.35105981	-1.790524917	0.998710851	-1.523165155	-1.368372038	-1.545263217	-1.993601218	-1.270787244	-0.133217035	-1.009990169	-1.669043821	-1.422465003	-1.240815502	-0.216235289	-0.579132162	-0.462083086	-0.687372812	-0.085246759	0.571095686	-1.790524917	-0.293654744
-0.322224522	-0.188425032	0.237202109	2.998020796	0.872103029	-1.021399468	0.279460686	-0.91267586	1.032943298	0.446977502	1.286210621	0.209267873	-1.403975696	-1.211918765	0.293654744	-0.842592259	-0.902393588	-1.368372038	-0.126347925	0.933535639	0.758136008	0.636490883
-0.687372812	-0.160759774	-1.130769373	-0.547203211	-0.417065588	-0.704730028	0.587206217	-0.619896262	0.462083086	-1.697120332	-0.188425032	1.184000049	-1.368372038	0.804348643	0.394875486	0.365586148	-0.286550499	-1.226239142	-0.167663737	-1.143773961	-0.030656506	1.270787244
-1.902810954	-0.329407333	-1.757666049	-0.852346618	-0.402250065	-1.568142731	-0.230202032	-0.653262666	-0.387522319	0.804348643	0.402250065	-1.460977052	-1.351202935	-0.704730028	0.35105981	-1.240815502	-1.993601218	-1.301946185	0.892205847	-1.130769373	0.500322766	1.697120332
-0.6448541	-0.547203211	-0.174575701	-0.071581727	-0.265322712	-0.944119285	-0.547203211	-0.882109877	-0.823319923	0.09208509	-0.872103029	2.345104662	0.842592259	-0.500322766	-0.587206217	0.085246759	-1.460977052	0.098927729	0.293654744	-1.117953259	-0.696025208	-1.318010897
1.669043821	0.492617885	1.946202375	0.539308633	0.611662814	0.174575701	0.140092436	0.619896262	0.343824517	-1.669043821	0.91267586	0.037471962	2.345104662	-0.153863466	-0.45451733	-0.531447525	0.209267873	0.265322712	-0.477294855	-1.105318189	-0.057930049	-0.358313528
-0.085246759	-2.468001988	-1.105318189	-2.104600628	0.133217035	-0.071581727	-1.226239142	0.7490877	1.184000049	0.146974467	1.270787244	-0.358313528	-1.33442315	1.009990169	-0.230202032	-0.804348643	0.555132042	-0.43197323	-0.105775004	1.441453795	-0.882109877	0.402250065
-0.892205847	0.892205847	0.380190046	0.852346618	0.579132162	-0.085246759	-0.531447525	0.044289159	-0.202310601	0.237202109	1.117953259	-0.892205847	0.539308633	-0.424507616	-1.105318189	0.030656506	0.023842473	-0.547203211	-0.119484771	1.226239142	-1.757666049	-0.794970891
2.998020796	0.882109877	0.365586148	0.409646587	-0.409646587	-2.104600628	1.092857156	1.270787244	0.670220259	0.251237576	0.923055543	0.804348643	-1.318010897	-1.460977052	-0.365586148	-0.944119285	-0.258273739	0.45451733	0.209267873	-1.092857156	-1.726602201	1.170380633
0.965610478	-1.080563549	-0.424507616	-0.265322712	0.188425032	-2.249880663	-0.74010031	-0.954809756	0.057930049	0.653262666	-1.255660378	0.523619123	0.862182757	-1.385954264	-0.492617885	-2.645701413	-0.611662814	0.372878156	1.368372038	-1.080563549	0.265322712	-0.409646587
1.591873889	0.804348643	-0.202310601	1.616536998	-0.587206217	-0.251237576	-0.044289159	0.112627241	-0.976525035	-1.642224543	0.174575701	-0.571095686	1.080563549	1.080563549	0.300773842	0.223213218	-0.195363108	0.307908216	1.156974916	-1.068431117	0.611662814	-0.469675385
1.385954264	1.523165155	0.279460686	-0.7490877	1.080563549	0.862182757	-0.882109877	0.265322712	1.197842699	0.987557182	0.181496015	1.351202935	-1.301946185	0.944119285	0.146974467	-0.424507616	-0.563095926	1.270787244	1.117953259	-1.056453949	0.237202109	0.563095926
1.726602201	-2.345104662	0.83291742	-1.441453795	1.757666049	1.009990169	0.678771572	1.318010897	1.301946185	-0.195363108	-0.098927729	0.336607179	-1.286210621	-0.636490883	-0.037471962	0.823319923	1.080563549	0.74010031	0.258273739	-1.044626445	1.044626445	0.670220259
2.171527717	2.045954276	-1.117953259	-0.153863466	-0.181496015	0.272384894	-0.258273739	-0.402250065	-1.403975696	-1.616536998	-0.329407333	0.023842473	-1.270787244	1.946202375	-0.071581727	0.7490877	0.804348643	1.441453795	0.670220259	-0.017029548	-0.555132042	0.216235289
0.653262666	-0.852346618	-1.501786817	-0.380190046	0.202310601	-0.842592259	-0.923055543	0.484942137	1.669043821	0.409646587	-0.244213829	-0.704730028	0.804348643	0.078412413	1.993601218	-0.571095686	0.51582268	0.713488578	1.184000049	0.230202032	0.653262666	1.009990169
-0.804348643	-0.987557182	-0.484942137	0.579132162	0.954809756	-1.197842699	0.547203211	1.009990169	0.010217413	-0.105775004	0.539308633	0.51582268	-1.255660378	-1.862731867	-0.523619123	0.153863466	0.119484771	-1.184000049	1.669043821	0.91267586	-0.417065588	1.902810954
2.104600628	-0.661717677	0.286550499	1.068431117	1.156974916	0.181496015	2.104600628	0.923055543	0.704730028	-0.044289159	1.021399468	-0.785662535	0.758136008	-0.409646587	1.143773961	-0.954809756	1.545263217	0.105775004	0.579132162	-1.032943298	0.43197323	-0.372878156
0.469675385	-0.713488578	0.523619123	-0.804348643	-0.003405752	-0.484942137	-1.385954264	-0.35105981	-0.230202032	-1.591873889	0.523619123	0.394875486	0.462083086	1.184000049	0.167663737	-0.902393588	-1.351202935	-0.595318735	2.171527717	-1.021399468	-0.258273739	0.91267586
-0.882109877	-2.249880663	0.146974467	-1.523165155	-0.767246816	0.91267586	-0.500322766	-1.009990169	-0.272384894	0.758136008	-0.882109877	-1.385954264	-1.240815502	0.336607179	-1.726602201	-1.184000049	0.265322712	0.43197323	0.571095686	0.307908216	1.351202935	-0.862182757
0.976525035	0.216235289	1.009990169	0.862182757	1.545263217	-1.255660378	-0.595318735	1.032943298	0.424507616	1.197842699	0.265322712	1.48107362	1.697120332	-0.653262666	1.226239142	0.892205847	0.071581727	0.976525035	1.021399468	-0.998710851	1.021399468	0.010217413
-0.563095926	0.057930049	0.329407333	0.202310601	-0.146974467	-1.130769373	-0.365586148	1.993601218	0.767246816	1.156974916	0.892205847	-0.823319923	-1.226239142	-1.697120332	0.365586148	-0.300773842	0.571095686	-0.188425032	-0.293654744	-0.987557182	-0.83291742	-0.057930049
0.258273739	0.336607179	-0.944119285	-0.181496015	-0.112627241	0.153863466	1.318010897	0.595318735	-0.35105981	0.315058297	-0.477294855	-0.223213218	0.402250065	0.023842473	1.946202375	1.825439172	0.74010031	-0.358313528	1.385954264	0.43197323	0.202310601	0.119484771
-1.255660378	-0.439462999	-0.300773842	0.160759774	0.531447525	1.48107362	0.010217413	0.188425032	0.508057465	-1.568142731	0.003405752	0.265322712	0.35105981	-0.35105981	0.477294855	2.171527717	0.661717677	0.078412413	0.852346618	0.661717677	-0.523619123	0.017029548
2.468001988	-0.731172307	0.010217413	1.044626445	0.462083086	0.670220259	0.037471962	-0.202310601	1.318010897	-1.545263217	1.092857156	1.156974916	0.037471962	-0.758136008	1.862731867	0.133217035	0.595318735	-0.6448541	0.882109877	0.146974467	-1.009990169	1.993601218
0.174575701	-0.722302208	-1.056453949	-0.731172307	-0.358313528	0.315058297	0.315058297	0.944119285	-0.057930049	-0.160759774	-0.555132042	-0.167663737	0.258273739	-0.140092436	0.051108415	-0.595318735	0.174575701	-0.258273739	0.965610478	0.167663737	0.6448541	0.523619123
0.126347925	-0.017029548	0.181496015	-0.140092436	-0.653262666	-0.862182757	0.251237576	0.523619123	1.156974916	-0.45451733	0.492617885	0.272384894	-1.211918765	0.462083086	-1.385954264	0.813797671	0.010217413	1.697120332	0.051108415	0.098927729	-1.697120332	1.068431117
-0.272384894	-2.171527717	-0.469675385	-0.424507616	0.892205847	-1.616536998	-0.010217413	-0.230202032	1.080563549	-1.523165155	-0.315058297	-0.365586148	1.270787244	-1.032943298	-0.146974467	-0.523619123	0.112627241	-0.380190046	0.933535639	-0.976525035	0.446977502	0.785662535
0.023842473	-0.862182757	-0.409646587	0.500322766	-0.862182757	-0.343824517	0.336607179	0.174575701	0.044289159	1.301946185	-1.642224543	-0.965610478	-1.197842699	-1.616536998	1.545263217	-0.358313528	-0.678771572	-0.882109877	1.056453949	-0.965610478	-0.539308633	-0.587206217
